dataset,noise,budget,budget_fraction,method,method_label,n_seeds,dWGA_mean,dWGA_sem,dWGA_min,dWGA_max,dWGA_neg_pct,noise_precision,minority_query_rate,wga_mean
CivilComments,minority_high_40,5.0%,0.05,NGC,NGC,10,0.0685,0.0023,0.0534,0.0787,0.0,0.1191,0.0339,0.1435
CivilComments,minority_high_40,5.0%,0.05,noise_score_cpba_tc,CPBA-TC,10,0.1103,0.0018,0.0995,0.121,0.0,0.7688,0.0182,0.1854
CivilComments,minority_high_40,5.0%,0.05,CPBA-only,CPBA-only,10,0.1207,0.0021,0.1087,0.1308,0.0,0.8172,0.014,0.1957
CivilComments,minority_high_40,5.0%,0.05,noise_score_tc_only,TC-only,10,0.0549,0.0012,0.0462,0.0599,0.0,0.1043,0.0254,0.1299
CivilComments,minority_high_40,5.0%,0.05,CPBA-TC-noFB,CPBA-TC-noFB,10,0.1103,0.0018,0.0995,0.121,0.0,0.7688,0.0182,0.1854
CivilComments,minority_high_40,5.0%,0.05,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.1103,0.0018,0.0995,0.121,0.0,0.7688,0.0182,0.1854
CivilComments,minority_high_40,5.0%,0.05,oracle_noise_group_balanced,Oracle-GB,10,0.1923,0.0023,0.177,0.2039,0.0,1.0,0.0924,0.2674
CivilComments,minority_high_40,10.0%,0.1,random,Random,10,0.0126,0.0012,0.0078,0.0202,0.0,0.1026,0.0115,0.0876
CivilComments,minority_high_40,10.0%,0.1,loss,Loss,10,0.0902,0.0019,0.0826,0.0989,0.0,0.7137,0.0208,0.1653
CivilComments,minority_high_40,10.0%,0.1,entropy,Entropy,10,0.0293,0.0017,0.0208,0.0377,0.0,0.1143,0.0437,0.1044
CivilComments,minority_high_40,10.0%,0.1,noise_score,NoiseScore,10,0.0933,0.0026,0.0748,0.1028,0.0,0.0849,0.0256,0.1684
CivilComments,minority_high_40,10.0%,0.1,noise_score_budget_hybrid,BHC,10,0.084,0.0019,0.0716,0.0911,0.0,0.1017,0.02,0.159
CivilComments,minority_high_40,10.0%,0.1,NGC,NGC,10,0.0933,0.0026,0.0748,0.1028,0.0,0.0849,0.0256,0.1684
CivilComments,minority_high_40,10.0%,0.1,noise_score_cpba_tc,CPBA-TC,10,0.1412,0.0014,0.1347,0.147,0.0,0.6229,0.0184,0.2163
CivilComments,minority_high_40,10.0%,0.1,CPBA-only,CPBA-only,10,0.1503,0.0012,0.1438,0.1561,0.0,0.6317,0.0212,0.2253
CivilComments,minority_high_40,10.0%,0.1,noise_score_tc_only,TC-only,10,0.084,0.0019,0.0716,0.0911,0.0,0.1017,0.02,0.159
CivilComments,minority_high_40,10.0%,0.1,CPBA-TC-noFB,CPBA-TC-noFB,10,0.1412,0.0014,0.1347,0.147,0.0,0.6229,0.0184,0.2163
CivilComments,minority_high_40,10.0%,0.1,CPBA-TC-Guarded,CPBA-TC-Safe,10,0.1412,0.0014,0.1347,0.147,0.0,0.6229,0.0184,0.2163
CivilComments,minority_high_40,10.0%,0.1,oracle_noise_group_balanced,Oracle-GB,10,0.132,0.0019,0.1221,0.1382,0.0,1.0,0.0462,0.207
